[[MK55][命题符号]] | MK55 | MK9
[[MK585][完备性]] | MK585 | MK254
[[MK535][一致]] | MK535 | MK222
[[MK451][语句]] | MK451 | MK144
[[MK590][完全的]] | MK590 | MK264
[[MK652][引理6]] | MK652 | MK270
[[MK688][推论]] | MK688 | MK268
[[MK550][存在量词]] | MK550 | MK172
[[MK651][排斥]] | MK651 | MK326
[[MK660][局部排斥]] | MK660 | MK325
[[MK587][排斥定理]] | MK587 | MK256
[[MK610][可数模型]] | MK610 | MK221
[[MK651][排斥]] | MK651 | MK326
[[MK529][一阶理论]] | MK529 | MK220
[[MK535][一致]] | MK535 | MK222
[[MK48][至多可数]] | MK48 | ~/OneDrive/离散数学/Disc_Math.org::MK93
[[MK647][关于 $x_1,...,x_{n_k}$ 的表达式]] | MK647 | MK322
[[MK660][局部排斥]] | MK660 | MK325
[[MK610][可数模型]] | MK610 | MK221
[[MK651][排斥]] | MK651 | MK326
[[MK129][常元符号]] | MK129 | MK108
[[MK43][无限]] | MK43 | ~/OneDrive/离散数学/Disc_Math.org::MK83
[[MK129][常元符号]] | MK129 | MK108
[[MK680][之前证明]] | MK680 | MK340
[[MK129][常元符号]] | MK129 | MK108
[[MK681][之前证明]] | MK681 | MK341
[[MK451][语句]] | MK451 | MK144
[[MK685][同理]] | MK685 | MK342
[[MK151][有序组]] | MK151 | ~/OneDrive/离散数学/Disc_Math.org::MK105
[[MK135][一致]] | MK135 | MK129
[[MK680][排序]] | MK680 | MK340
[[MK451][语句]] | MK451 | MK144
[[MK135][一致]] | MK135 | MK129
[[MK690][步骤一]] | MK690 | MK344
[[MK691][步骤二]] | MK691 | MK345
[[MK692][步骤三]] | MK692 | MK346
[[MK651][排斥]] | MK651 | MK326
[[MK693][之前证明]] | MK693 | MK339
[[MK446][结构]] | MK446 | MK153
[[MK682][ $\mathcal{N}$ 定义]] | MK682 | MK347
[[MK447][赋值]] | MK447 | MK154
[[MK489][替换定理]] | MK489 | MK176
[[MK449][满足]] | MK449 | MK158
[[MK693][之前证明]] | MK693 | MK339
[[MK446][结构]] | MK446 | MK153
[[MK490][裁剪结构]] | MK490 | MK295
[[MK495][定理1]] | MK495 | MK296
[[MK453][推论]] | MK453 | MK169
[[MK449][满足]] | MK449 | MK158
[[MK610][可数模型]] | MK610 | MK221
[[MK651][排斥]] | MK651 | MK326
[[MK129][常元符号]] | MK129 | MK108
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK694][上一步]] | MK694 | MK350
[[MK695][同理可证]] | MK695 | MK349
[[MK129][常元符号]] | MK129 | MK108
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK610][可数模型]] | MK610 | MK221
[[MK651][排斥]] | MK651 | MK326
[[MK529][一阶理论]] | MK529 | MK220
[[MK590][完全的]] | MK590 | MK264
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK647][类型]] | MK647 | MK322
[[MK647][类型]] | MK647 | MK322
[[MK654][根本型]] | MK654 | MK329
[[MK43][无限]] | MK43 | ~/OneDrive/离散数学/Disc_Math.org::MK83
[[MK654][根本型]] | MK654 | MK329
[[MK561][传递引理]] | MK561 | MK209
[[MK647][类型]] | MK647 | MK322
[[MK535][一致]] | MK535 | MK222
[[MK535][一致]] | MK535 | MK222
[[MK21][自反性]] | MK21 | ~/OneDrive/离散数学/Disc_Math.org::MK16
[[MK535][一致]] | MK535 | MK222
[[MK535][一致]] | MK535 | MK222
[[MK696][推论]] | MK696 | MK261
[[MK535][一致]] | MK535 | MK222
[[MK535][一致]] | MK535 | MK222
[[MK647][类型]] | MK647 | MK322
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK43][无限]] | MK43 | ~/OneDrive/离散数学/Disc_Math.org::MK83
[[MK535][一致]] | MK535 | MK222
[[MK535][一致]] | MK535 | MK222
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK535][一致]] | MK535 | MK222
[[MK611][紧致性]] | MK611 | MK271
[[MK535][一致]] | MK535 | MK222
[[MK647][类型]] | MK647 | MK322
[[MK697][假设]] | MK697 | MK351
[[MK654][根本型]] | MK654 | MK329
[[MK698][ $\Gamma^*$ 构建]] | MK698 | MK352
[[MK535][一致]] | MK535 | MK222
[[MK654][根本型]] | MK654 | MK329
[[MK697][假设]] | MK697 | MK351
[[MK654][根本型]] | MK654 | MK329
[[MK647][类型]] | MK647 | MK322
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK647][类型]] | MK647 | MK322
[[MK647][类型]] | MK647 | MK322
[[MK535][一致]] | MK535 | MK222
[[MK535][一致]] | MK535 | MK222
[[MK522][恒等律]] | MK522 | MK197
[[MK559][逻辑与]] | MK559 | MK201
[[MK700][定理4]] | MK700 | MK229
[[MK535][一致]] | MK535 | MK222
[[MK535][一致]] | MK535 | MK222
[[MK548][归谬定理]] | MK548 | MK213
[[MK699][逻辑或]] | MK699 | MK202
[[MK78][德摩根律]] | MK78 | MK186
[[MK669][替换定理]] | MK669 | MK219
[[MK591][定理3]] | MK591 | MK228
[[MK590][完全的]] | MK590 | MK264
[[MK679][引理1]] | MK679 | MK266
[[MK700][定理4]] | MK700 | MK229
[[MK535][一致]] | MK535 | MK222
[[MK647][类型]] | MK647 | MK322
[[MK536][推论（9）（10）]] | MK536 | MK198
[[MK700][定理4]] | MK700 | MK229
[[MK535][一致]] | MK535 | MK222
[[MK647][类型]] | MK647 | MK322
[[MK535][一致]] | MK535 | MK222
[[MK647][类型]] | MK647 | MK322
[[MK535][一致性]] | MK535 | MK222
[[MK654][根本型]] | MK654 | MK329
[[MK654][根本型]] | MK654 | MK329
[[MK529][一阶理论]] | MK529 | MK220
[[MK590][完全的]] | MK590 | MK264
[[MK610][无限模型]] | MK610 | MK221
[[MK610][可数模型]] | MK610 | MK221
[[MK471][同构]] | MK471 | MK274
[[MK647][类型]] | MK647 | MK322
[[MK654][根本型]] | MK654 | MK329
[[MK654][根本型]] | MK654 | MK329
[[MK586][完备性]] | MK586 | MK255
[[MK446][结构]] | MK446 | MK153
[[MK447][赋值]] | MK447 | MK154
[[MK453][推论]] | MK453 | MK169
[[MK610][无限模型]] | MK610 | MK221
[[MK43][无限集]] | MK43 | ~/OneDrive/离散数学/Disc_Math.org::MK83
[[MK701][定理2]] | MK701 | MK273
[[MK446][结构]] | MK446 | MK153
[[MK447][赋值]] | MK447 | MK154
[[MK44][可数集]] | MK44 | ~/OneDrive/离散数学/Disc_Math.org::MK89
[[MK453][推论]] | MK453 | MK169
[[MK610][可数模型]] | MK610 | MK221
[[MK654][根本型]] | MK654 | MK329
[[MK678][局部排斥引理]] | MK678 | MK331
[[MK660][局部排斥]] | MK660 | MK325
[[MK687][型排斥定理]] | MK687 | MK338
[[MK610][可数模型]] | MK610 | MK221
[[MK651][排斥]] | MK651 | MK326
[[MK447][赋值]] | MK447 | MK154
[[MK471][同构]] | MK471 | MK274
[[MK135][表达式]] | MK135 | MK129
[[MK651][排斥]] | MK651 | MK326
[[MK610][可数模型]] | MK610 | MK221
[[MK471][同构]] | MK471 | MK274
[[MK610][可数模型]] | MK610 | MK221
[[MK200][双射]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK507][并双射]] | MK507 | ~/OneDrive/离散数学/Disc_Math.org::MK184
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK647][类型]] | MK647 | MK322
[[MK598][引理3]] | MK598 | MK267
[[MK451][语句]] | MK451 | MK144
[[MK610][模型]] | MK610 | MK221
[[MK610][模型]] | MK610 | MK221
[[MK610][模型]] | MK610 | MK221
[[MK703][引理2]] | MK703 | MK330
[[MK647][类型]] | MK647 | MK322
[[MK654][根本型]] | MK654 | MK329
[[MK447][赋值]] | MK447 | MK154
[[MK449][满足]] | MK449 | MK158
[[MK452][局部确定]] | MK452 | MK168
[[MK587][完备性]] | MK587 | MK256
[[MK449][满足]] | MK449 | MK158
[[MK703][引理2]] | MK703 | MK330
[[MK647][类型]] | MK647 | MK322
[[MK194][函数]] | MK194 | ~/OneDrive/离散数学/Disc_Math.org::MK175
[[MK647][类型]] | MK647 | MK322
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK703][引理2]] | MK703 | MK330
[[MK647][类型]] | MK647 | MK322
[[MK654][根本型]] | MK654 | MK329
[[MK449][满足]] | MK449 | MK158
[[MK647][类型]] | MK647 | MK322
[[MK587][完备性]] | MK587 | MK256
[[MK449][满足]] | MK449 | MK158
[[MK449][满足]] | MK449 | MK158
[[MK647][关于 $x_1,...,x_{z_k+1}$ 的表达式]] | MK647 | MK322
[[MK647][类型极大性]] | MK647 | MK322
[[MK449][满足]] | MK449 | MK158
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK130][变元符号]] | MK130 | MK107
[[MK440][自由出现]] | MK440 | MK141
[[MK130][变元符号]] | MK130 | MK107
[[MK440][自由出现]] | MK440 | MK141
[[MK135][表达式]] | MK135 | MK129
[[MK440][自由出现]] | MK440 | MK141
[[MK447][赋值]] | MK447 | MK154
[[MK447][赋值]] | MK447 | MK154
[[MK489][替换定理]] | MK489 | MK176
[[MK441][自由变元]] | MK441 | MK140
[[MK647][关于 $x_1,...,x_{z_k}$ 的表达式]] | MK647 | MK322
[[MK452][局部确定]] | MK452 | MK168
[[MK703][唯一性]] | MK703 | MK330
[[MK647][类型]] | MK647 | MK322
[[MK705][之前证明]] | MK705 | MK353
[[MK447][赋值]] | MK447 | MK154
[[MK441][自由变元]] | MK441 | MK140
[[MK441][自由变元]] | MK441 | MK140
[[MK489][替换定理]] | MK489 | MK176
[[MK704][定理2]] | MK704 | MK280
[[MK471][同构函数]] | MK471 | MK274
[[MK471][同构]] | MK471 | MK274
[[MK116][固定符号]] | MK116 | MK105
[[MK132][谓词符号]] | MK132 | MK110
[[MK444][语言]] | MK444 | MK151
[[MK529][一阶理论]] | MK529 | MK220
[[MK503][公理]] | MK503 | MK355
[[MK451][语句]] | MK451 | MK144
[[MK529][一阶理论]] | MK529 | MK220
[[MK502][语言]] | MK502 | MK354
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK503][公理（3）]] | MK503 | MK355
[[MK503][公理（2）]] | MK503 | MK355
[[MK503][公理（2）]] | MK503 | MK355
[[MK502][语言]] | MK502 | MK354
[[MK503][线性稠密序]] | MK503 | MK355
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK504][引理1]] | MK504 | MK357
[[MK502][语言]] | MK502 | MK354
[[MK503][线性序]] | MK503 | MK355
[[MK503][线性稠密序]] | MK503 | MK355
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK471][子结构]] | MK471 | MK274
[[MK471][同构映射]] | MK471 | MK274
[[MK471][子结构]] | MK471 | MK274
[[MK471][同构映射]] | MK471 | MK274
[[MK504][引理1]] | MK504 | MK357
[[MK503][公里（4）]] | MK503 | MK355
[[MK503][公里（2）]] | MK503 | MK355
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK471][同构映射]] | MK471 | MK274
[[MK503][公里（1）]] | MK503 | MK355
[[MK502][语言]] | MK502 | MK354
[[MK471][同构映射]] | MK471 | MK274
[[MK505][推论]] | MK505 | MK358
[[MK503][公里（3）]] | MK503 | MK355
[[MK504][引理1]] | MK504 | MK357
[[MK505][推论]] | MK505 | MK358
[[MK503][公里（6）]] | MK503 | MK355
[[MK503][公里（2）]] | MK503 | MK355
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK471][同构映射]] | MK471 | MK274
[[MK502][语言]] | MK502 | MK354
[[MK471][同构映射]] | MK471 | MK274
[[MK502][语言]] | MK502 | MK354
[[MK446][结构]] | MK446 | MK153
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK155][关系]] | MK155 | ~/OneDrive/离散数学/Disc_Math.org::MK111
[[MK471][自同构映射]] | MK471 | MK274
[[MK176][等价关系]] | MK176 | ~/OneDrive/离散数学/Disc_Math.org::MK132
[[MK177][等价类]] | MK177 | ~/OneDrive/离散数学/Disc_Math.org::MK133
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK176][等价关系]] | MK176 | ~/OneDrive/离散数学/Disc_Math.org::MK132
[[MK471][同构映射]] | MK471 | MK274
[[MK168][自反性]] | MK168 | ~/OneDrive/离散数学/Disc_Math.org::MK124
[[MK471][同构映射]] | MK471 | MK274
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK481][引理]] | MK481 | MK275
[[MK203][逆映射]] | MK203 | ~/OneDrive/离散数学/Disc_Math.org::MK188
[[MK471][同构映射]] | MK471 | MK274
[[MK170][对称性]] | MK170 | ~/OneDrive/离散数学/Disc_Math.org::MK126
[[MK471][同构映射]] | MK471 | MK274
[[MK471][同构映射]] | MK471 | MK274
[[MK172][传递性]] | MK172 | ~/OneDrive/离散数学/Disc_Math.org::MK128
[[MK176][等价关系]] | MK176 | ~/OneDrive/离散数学/Disc_Math.org::MK132
[[MK177][等价类]] | MK177 | ~/OneDrive/离散数学/Disc_Math.org::MK133
[[MK471][同构映射]] | MK471 | MK274
[[MK471][同构映射]] | MK471 | MK274
[[MK471][同构]] | MK471 | MK274
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK471][同构映射]] | MK471 | MK274
[[MK502][语言]] | MK502 | MK354
[[MK446][结构]] | MK446 | MK153
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK487][同质子结构]] | MK487 | MK287
[[MK476][定义]] | MK476 | MK313
[[MK514][推论]] | MK514 | MK289
[[MK135][表达式]] | MK135 | MK129
[[MK449][满足]] | MK449 | MK158
[[MK449][满足]] | MK449 | MK158
[[MK449][满足]] | MK449 | MK158
[[MK476][定义]] | MK476 | MK313
[[MK487][同质子结构]] | MK487 | MK287
[[MK501][塔尔斯基定理]] | MK501 | MK293
[[MK502][语言]] | MK502 | MK354
[[MK446][结构]] | MK446 | MK153
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK44][可数集]] | MK44 | ~/OneDrive/离散数学/Disc_Math.org::MK89
[[MK471][同构]] | MK471 | MK274
[[MK200][双射]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK471][同构函数]] | MK471 | MK274
[[MK21][自反性]] | MK21 | ~/OneDrive/离散数学/Disc_Math.org::MK16
[[MK507][并双射2]] | MK507 | ~/OneDrive/离散数学/Disc_Math.org::MK184
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK471][同构函数]] | MK471 | MK274
[[MK502][语言]] | MK502 | MK354
[[MK471][同构函数]] | MK471 | MK274
[[MK503][公理（3）]] | MK503 | MK355
[[MK471][同构映射]] | MK471 | MK274
[[MK471][同构函数]] | MK471 | MK274
[[MK194][函数]] | MK194 | ~/OneDrive/离散数学/Disc_Math.org::MK175
[[MK471][同构函数]] | MK471 | MK274
[[MK506][引理2]] | MK506 | MK359
[[MK471][同构函数]] | MK471 | MK274
[[MK471][同构函数]] | MK471 | MK274
[[MK471][同构函数]] | MK471 | MK274
[[MK200][双射函数]] | MK200 | ~/OneDrive/离散数学/Disc_Math.org::MK181
[[MK471][同构函数]] | MK471 | MK274
[[MK506][引理2]] | MK506 | MK359
[[MK471][同构函数]] | MK471 | MK274
[[MK471][同构函数]] | MK471 | MK274
[[MK502][语言]] | MK502 | MK354
[[MK446][结构]] | MK446 | MK153
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK471][同构映射]] | MK471 | MK274
[[MK475][定理]] | MK475 | MK276
[[MK447][赋值]] | MK447 | MK154
[[MK449][满足]] | MK449 | MK158
[[MK452][局部确定性定理]] | MK452 | MK168
[[MK471][同构映射]] | MK471 | MK274
[[MK508][引理3]] | MK508 | MK360
[[MK508][引理3]] | MK508 | MK360
[[MK177][等价类]] | MK177 | ~/OneDrive/离散数学/Disc_Math.org::MK133
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK449][满足关系]] | MK449 | MK158
[[MK476][可定义]] | MK476 | MK313
[[MK502][语言]] | MK502 | MK354
[[MK446][结构]] | MK446 | MK153
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK515][同质子轴定理]] | MK515 | MK365
[[MK478][同质子结构]] | MK478 | MK161
[[MK135][表达式]] | MK135 | MK129
[[MK514][推论2]] | MK514 | MK289
[[MK509][区间定理]] | MK509 | MK363
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK487][同质]] | MK487 | MK287
[[MK502][语言]] | MK502 | MK354
[[MK446][结构]] | MK446 | MK153
[[MK478][同质子结构]] | MK478 | MK161
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK503][公理]] | MK503 | MK355
[[MK451][语句]] | MK451 | MK144
[[MK449][满足]] | MK449 | MK158
[[MK446][结构]] | MK446 | MK153
[[MK487][定义]] | MK487 | MK287
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK509][区间定理]] | MK509 | MK363
[[MK503][公理（6）]] | MK503 | MK355
[[MK503][公理（4）（5）]] | MK503 | MK355
[[MK483][子结构]] | MK483 | MK282
[[MK501][塔尔斯基准则]] | MK501 | MK293
[[MK502][语言]] | MK502 | MK354
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK148][同样]] | MK148 | MK281
[[MK510][存在性定理]] | MK510 | MK294
[[MK487][同质子结构]] | MK487 | MK287
[[MK44][可数集]] | MK44 | ~/OneDrive/离散数学/Disc_Math.org::MK89
[[MK325][可数集]] | MK325 | ~/OneDrive/离散数学/Disc_Math.org::MK96
[[MK511][康托定理]] | MK511 | MK362
[[MK471][同构]] | MK471 | MK274
[[MK512][推论]] | MK512 | MK279
[[MK148][同样]] | MK148 | MK281
[[MK513][推论1]] | MK513 | MK288
[[MK148][同样]] | MK148 | MK281
[[MK148][同样]] | MK148 | MK281
[[MK135][表达式]] | MK135 | MK129
[[MK487][同质子结构]] | MK487 | MK287
[[MK44][可数集]] | MK44 | ~/OneDrive/离散数学/Disc_Math.org::MK89
[[MK510][存在性定理]] | MK510 | MK294
[[MK487][同质子结构]] | MK487 | MK287
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK503][公理]] | MK503 | MK355
[[MK451][语句]] | MK451 | MK144
[[MK449][满足]] | MK449 | MK158
[[MK446][结构]] | MK446 | MK153
[[MK487][定义]] | MK487 | MK287
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK471][同构]] | MK471 | MK274
[[MK44][可数集]] | MK44 | ~/OneDrive/离散数学/Disc_Math.org::MK89
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK44][可数集]] | MK44 | ~/OneDrive/离散数学/Disc_Math.org::MK89
[[MK511][康托定理]] | MK511 | MK362
[[MK471][同构]] | MK471 | MK274
[[MK471][同构映射]] | MK471 | MK274
[[MK475][定理]] | MK475 | MK276
[[MK476][可定义]] | MK476 | MK313
[[MK516][推论]] | MK516 | MK364
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK514][推论2]] | MK514 | MK289
[[MK503][无端点线性稠密序]] | MK503 | MK355
[[MK517][引理4]] | MK517 | MK361
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK384][良序]] | MK384 | ~/OneDrive/离散数学/Disc_Math.org::MK171
[[MK502][语言]] | MK502 | MK354
[[MK135][表达式]] | MK135 | MK129
[[MK503][公理（1）（2）（3）]] | MK503 | MK355
[[MK535][一致]] | MK535 | MK222
[[MK593][无穷模型]] | MK593 | MK195
[[MK446][结构]] | MK446 | MK153
[[MK384][良序]] | MK384 | ~/OneDrive/离散数学/Disc_Math.org::MK171
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK593][无穷模型]] | MK593 | MK195
[[MK503][线性序]] | MK503 | MK355
[[MK447][赋值]] | MK447 | MK154
[[MK585][完备性定理]] | MK585 | MK254
[[MK535][一致]] | MK535 | MK222
[[MK42][有限]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK535][一致]] | MK535 | MK222
[[MK611][紧致性定理]] | MK611 | MK271
[[MK585][完备性定理]] | MK585 | MK254
[[MK530][可满足]] | MK530 | MK189
[[MK446][结构]] | MK446 | MK153
[[MK447][赋值]] | MK447 | MK154
[[MK384][良序]] | MK384 | ~/OneDrive/离散数学/Disc_Math.org::MK171
[[MK446][一阶语言]] | MK446 | MK153
[[MK384][良序]] | MK384 | ~/OneDrive/离散数学/Disc_Math.org::MK171
[[MK502][语言]] | MK502 | MK354
[[MK135][表达式]] | MK135 | MK129
[[MK446][结构]] | MK446 | MK153
[[MK189][最小元]] | MK189 | ~/OneDrive/离散数学/Disc_Math.org::MK166
[[MK444][语句]] | MK444 | MK151
[[MK384][良序]] | MK384 | ~/OneDrive/离散数学/Disc_Math.org::MK171
[[MK446][结构]] | MK446 | MK153
[[MK599][理论]] | MK599 | MK356
[[MK535][一致]] | MK535 | MK222
[[MK593][模型]] | MK593 | MK195
[[MK530][可满足]] | MK530 | MK189
[[MK585][第一完备性]] | MK585 | MK254
[[MK535][一致]] | MK535 | MK222
[[MK599][理论]] | MK599 | MK356
[[MK590][完全]] | MK590 | MK264
[[MK600][区间定理]] | MK600 | MK366
[[MK593][模型]] | MK593 | MK195
[[MK148][同样]] | MK148 | MK281
[[MK148][同样]] | MK148 | MK281
[[MK148][同样]] | MK148 | MK281
[[MK598][引理3（2）]] | MK598 | MK267
[[MK590][完全理论]] | MK590 | MK264
[[MK116][固定符号]] | MK116 | MK105
[[MK132][谓词符号]] | MK132 | MK110
[[MK131][函数符号]] | MK131 | MK109
[[MK129][常元符号]] | MK129 | MK108
[[MK444][语言]] | MK444 | MK151
[[MK446][结构]] | MK446 | MK153
[[MK613][自然数算数语言]] | MK613 | MK367
[[MK446][结构]] | MK446 | MK153
[[MK446][结构]] | MK446 | MK153
[[MK519][同质嵌入]] | MK519 | MK301
[[MK518][嵌入映射]] | MK518 | MK300
[[MK451][语句]] | MK451 | MK144
[[MK535][一致]] | MK535 | MK222
[[MK446][结构]] | MK446 | MK153
[[MK447][赋值]] | MK447 | MK154
[[MK42][有限集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK447][赋值]] | MK447 | MK154
[[MK42][有限子集]] | MK42 | ~/OneDrive/离散数学/Disc_Math.org::MK82
[[MK447][赋值]] | MK447 | MK154
[[MK585][完备性定理]] | MK585 | MK254
[[MK535][一致]] | MK535 | MK222
[[MK611][紧致性定理]] | MK611 | MK271
[[MK535][一致]] | MK535 | MK222
